repo_name,language,description,stars,forks,watchers,open_issues,closed_issues,open_pull_requests,merged_pull_requests,contributors,commits,releases,license,topics,created_date,last_commit_date,readme_length,has_ci,test_coverage,has_code_of_conduct,has_contributing_guide,has_wiki,has_pages,has_discussions,default_branch,is_archived,is_fork,size_kb
fasttrack,TypeScript,blazing-fast engine built with TypeScript,3,4,0,3,14,1,8,1,161,3,MIT,api|angular|react,2024-02-09,2024-10-05,420,0,,0,0,1,1,1,main,0,0,10617
smart-agent-link,Java,High-performance CLI for microservices,7,1,6,1,38,0,25,2,431,26,MIT,spring|android|testing,2020-08-18,2024-10-12,128,0,,0,1,0,0,0,main,0,0,1602
fastagent,Kotlin,SDK framework for building authentication,26,4,0,15,57,3,32,8,577,5,MIT,mobile|backend|systems|nlp,2024-06-12,2024-11-04,167,0,,0,0,1,0,0,develop,0,0,684
freegraph,Rust,Batteries-included server for message queuing,13,4,3,6,39,2,31,6,2280,37,BSD-3,embedded|systems|performance|wasm,2018-08-25,2024-06-07,395,0,,0,0,1,0,1,develop,0,0,4785
metaedge,C++,Production-ready toolkit for real-time analytics,10,0,2,9,46,2,17,3,556,3,Apache-2.0,performance|systems|game-engine|education,2024-01-17,2024-12-17,820,1,42.8,0,0,0,0,0,main,0,0,5159
prolens,Lua,High-performance engine for data visualization,0,2,0,0,58,0,30,1,62,0,MIT,modding|scripting,2024-11-21,2024-12-28,2868,0,,1,0,1,1,0,develop,0,0,725
hyper-graph-track,TypeScript,production-grade engine built with TypeScript,2,3,0,5,21,1,9,2,592,4,MIT,react|api|web|backend,2019-07-27,2024-12-23,2416,1,94.2,0,0,0,0,0,main,0,0,35404
hyper-link-kit,TypeScript,Scalable toolkit for file management,32,12,2,3,22,1,9,9,1864,30,Apache-2.0,web|angular|react|api,2021-09-06,2024-12-14,2261,0,,0,0,0,1,0,develop,0,0,1650
stack-ml,C,Fast and lightweight service for message queuing,24,9,5,4,46,1,32,2,587,42,MIT,systems|linux|react|open-source|monitoring,2019-10-28,2024-12-05,1005,0,,0,0,0,0,0,develop,0,0,11525
smart-lens-bench,JavaScript,cloud-native framework built with JavaScript,3,10,5,0,3,0,1,2,50,4,Apache-2.0,nodejs|machine-learning,2023-07-08,2024-12-19,17113,1,64.7,1,0,0,0,0,develop,0,0,11288
easy-light-js,C#,A modular service for CI/CD pipelines,58,15,5,9,27,3,9,2,348,2,MIT,desktop|unity|game-engine|nodejs,2024-01-21,2024-12-18,316,0,,0,0,0,0,0,main,0,1,6273
magic-lab-api,Ruby,lightweight CLI built with Ruby,0,0,0,12,67,4,51,1,32,34,None,automation|pytorch|microservices|game-engine|computer-vision,2021-04-14,2024-11-20,812,0,,0,1,1,1,0,main,0,1,2123
mini-lens-api,Python,Open-source dashboard for real-time analytics,3,2,7,3,33,0,12,1,32,7,GPL-3.0,machine-learning|data-science|observability|tensorflow,2023-03-05,2025-01-01,1766,1,86.1,1,0,0,0,0,main,0,1,547
ultra-craft-edge,Java,Scalable server for log analysis,2,7,0,1,13,0,8,1,17,7,MIT,microservices|backend|monitoring|database|rest-api,2023-12-17,2024-12-08,314,0,,0,0,0,0,0,main,0,0,2215
quick-pipe-pilot,JavaScript,Open-source service for authentication,1,0,0,0,3,0,1,1,175,9,None,nodejs|react|cloud,2023-08-09,2024-05-08,790,0,,0,0,1,0,0,main,0,0,13232
free-bot-light,JavaScript,Scalable service for web applications,0,10,4,0,26,0,18,1,68,8,MIT,nodejs|react|frontend,2023-10-30,2024-12-28,194,0,,0,0,0,0,0,main,1,0,535
pro-flow-lab,Java,cloud-native tool built with Java,8,0,0,14,90,5,55,4,48,0,MIT,android|enterprise|spring|backend,2024-12-25,2024-12-27,810,0,,0,1,0,0,0,main,0,0,251
nanopilot,JavaScript,Fast and lightweight service for log analysis,17,9,1,3,27,0,13,2,107,5,MPL-2.0,web|backend|microservices|rust|education,2024-02-14,2024-12-31,7378,0,,1,0,1,0,0,master,0,0,1496
magiclight,PHP,Fast and lightweight SDK for ML model deployment,5,1,6,7,26,3,10,3,891,24,MIT,backend|laravel|performance,2022-06-07,2024-10-10,1462,0,,0,0,1,0,0,main,0,1,2598
meta-hub,C,Open-source library for web applications,3,0,0,9,65,4,37,1,36,0,AGPL-3.0,systems|javascript|testing,2024-12-20,2024-12-29,11904,0,,0,0,0,0,0,main,0,0,112
simple-pipe-vault,PHP,Open-source library for task scheduling,4,0,0,13,53,2,16,3,328,7,None,web|pytorch|deep-learning,2023-08-19,2024-12-29,6523,0,,0,0,0,1,1,main,0,0,1885
micro-link-ml,JavaScript,A extensible framework for data processing,27,8,0,13,42,2,23,2,414,2,BSD-3,frontend|typescript|rest-api,2023-06-06,2024-09-03,216,0,,0,0,0,0,0,master,0,0,92576
mini-sync-bench,JavaScript,A production-grade CLI for message queuing,1,0,1,3,27,1,10,1,19,0,ISC,typescript|nodejs|documentation,2024-11-19,2024-11-22,284,0,,0,0,1,0,0,main,0,1,24743
dash-js,JavaScript,Fast and lightweight dashboard for web applications,0,0,0,10,81,4,50,1,209,18,MPL-2.0,nodejs|web|typescript|database,2022-07-15,2024-12-20,6135,0,,0,1,0,0,0,main,0,0,10700
ultra-lab-go,Python,A modular dashboard for ML model deployment,104,39,4,11,28,1,14,3,276,67,ISC,data-science|api|web|automation|cross-platform,2018-03-04,2024-12-22,1205,0,,0,0,0,1,0,main,0,0,6550
simple-stack-guard,Shell,Open-source toolkit for file management,4,9,2,8,50,2,33,4,1678,54,None,devops|docker|cli|linux|automation,2019-03-15,2024-11-09,200,0,,0,0,0,0,0,develop,0,0,6223
awesomesync,TypeScript,Production-ready server for CI/CD pipelines,112,20,11,8,50,1,29,3,177,1,MIT,api|react|mlops|pytorch,2024-08-02,2024-12-29,4265,0,,0,1,0,0,0,master,0,0,32401
auto-flow-ai,JavaScript,production-grade service built with JavaScript,299,55,5,11,35,1,19,4,276,1,Apache-2.0,nodejs|frontend|react,2024-10-13,2024-12-15,8955,0,,1,1,0,0,0,main,0,0,362
free-light-wave,Swift,platform framework for building database management,122,14,0,7,51,1,32,4,915,19,MIT,swiftui|ios|mobile|hacktoberfest|systems,2021-12-27,2024-08-25,8148,0,,0,1,0,0,0,main,0,0,1965
nanoedge,TypeScript,Batteries-included server for database management,18,2,2,2,52,0,21,2,872,22,Apache-2.0,angular|desktop|observability,2017-06-06,2024-12-02,2293,0,,0,0,1,0,0,main,1,0,2035
turbo-vault-light,Python,Open-source dashboard for web applications,0,6,0,7,41,1,31,1,20,0,MIT,automation|data-science|web|cross-platform|mlops,2024-12-09,2024-12-09,4578,0,,0,0,1,0,0,develop,0,0,3882
quick-kit-ui,Python,A lightweight engine for CI/CD pipelines,779,45,32,19,155,6,51,10,1149,7,GPL-3.0,machine-learning|api|automation|graphics,2024-02-25,2024-11-20,2735,1,46.6,1,0,0,0,0,master,0,1,4975
turbo-sync-js,Rust,library framework for building CI/CD pipelines,11,6,4,4,11,0,5,2,167,3,GPL-3.0,embedded|systems|wasm|android|library,2024-07-25,2024-11-20,386,0,,0,1,0,0,0,develop,0,0,1016
react-spark-craft,PHP,Batteries-included dashboard for database management,2,0,2,4,28,0,9,2,91,7,MIT,laravel|web|wordpress|pytorch|go,2024-02-04,2024-11-09,4409,1,58.9,0,0,1,0,0,main,0,0,19996
next-agent-spark,JavaScript,extensible engine built with JavaScript,24,0,0,3,19,1,11,7,546,12,Apache-2.0,react|graphql|pytorch,2022-01-23,2024-11-07,984,1,58.2,0,0,1,0,1,main,0,0,149758
quick-kit-kit,C,Modern library written in C,1,6,0,21,134,8,65,2,101,0,MIT,systems|performance|linux,2024-11-17,2024-12-25,10485,0,,0,0,0,0,1,main,0,0,2131
ultra-serve-serve,Kotlin,Production-ready server for web applications,2,3,0,6,60,1,19,2,143,4,MIT,spring|backend|multiplatform|android|mobile,2023-04-06,2024-12-23,766,1,63.2,0,1,1,0,0,main,0,0,13908
deep-craft-bridge,Swift,Batteries-included tool for ML model deployment,17,0,2,3,14,1,8,2,123,1,MIT,apple|swiftui|macos,2024-10-10,2024-12-17,948,0,,0,0,1,0,1,master,0,0,2437
meta-form-form,JavaScript,framework framework for building CI/CD pipelines,0,9,0,3,23,0,17,1,26,0,ISC,react|frontend,2024-12-25,2024-12-25,299,0,,0,0,1,0,0,main,0,1,18886
nano-bot-dash,Python,pipeline framework for building real-time analytics,13,13,0,0,8,0,2,7,239,1,MIT,data-science|computer-vision|go,2024-09-10,2024-11-08,2969,0,,0,0,0,0,0,develop,0,0,9470
mini-lens-bridge,Kotlin,Open-source pipeline for database management,5,3,2,1,3,0,1,4,209,0,MIT,multiplatform|mobile|spring|backend|rest-api,2024-11-30,2024-12-24,11718,0,,0,0,1,0,0,main,0,0,9620
reactscan,JavaScript,Modern library written in JavaScript,17,0,0,5,19,0,8,2,351,2,MIT,nodejs|web|microservices|library,2022-06-09,2024-12-05,3289,1,58.9,1,0,1,0,0,main,0,0,1585
magic-spark-light,Rust,A production-grade library for authentication,22,5,0,0,5,0,3,7,713,3,MIT,wasm|cli|systems|performance|embedded,2024-04-20,2024-10-15,1405,1,51.8,0,0,1,0,0,master,0,1,4249
ultra-light-bridge,Ruby,Scalable server for ML model deployment,2,0,0,1,10,0,4,1,61,6,Apache-2.0,automation|devops|streaming|open-source,2023-12-31,2024-11-08,675,0,,0,1,1,0,0,main,0,0,3301
smart-forge-spark,Python,extensible engine built with Python,39,11,2,7,56,2,37,5,835,1,MIT,web|embedded|desktop,2024-03-12,2024-12-31,592,0,,0,0,1,0,1,main,0,0,2946
nanosync,PHP,Fast and lightweight pipeline for file management,17,0,5,9,80,4,42,1,119,3,Apache-2.0,backend|web|wordpress|cms,2024-04-28,2024-08-23,5473,1,81.0,1,1,1,0,0,main,0,0,9764
mini-dash-core,Shell,async dashboard built with Shell,1,0,2,3,38,1,11,2,630,56,BSD-3,docker|security|api|cli,2020-04-08,2024-12-21,533,0,,0,0,0,0,0,develop,0,0,2974
nano-bot-scan,C#,A extensible dashboard for real-time analytics,79,7,5,0,16,0,6,5,1063,8,MIT,enterprise|game-engine|unity|dotnet|desktop,2023-06-27,2024-11-12,121,0,,0,0,0,0,0,develop,0,0,77054
pyguard,Java,Open-source platform for CI/CD pipelines,75,7,6,2,8,0,3,3,114,7,None,backend|python,2023-06-29,2024-12-30,49317,0,,0,1,1,1,1,main,0,1,61653
quickedge,Kotlin,Batteries-included framework for task scheduling,261,64,15,7,30,1,18,14,540,12,GPL-3.0,mobile|android|multiplatform|frontend|devops,2023-03-30,2024-12-20,2002,0,,0,1,0,0,0,main,0,1,8765
py-forge-form,Java,Open-source toolkit for task scheduling,6,0,4,8,19,2,12,3,42,1,MIT,backend|spring|microservices|android|enterprise,2024-09-11,2024-11-11,769,0,,0,0,0,0,0,main,0,0,1941
freepipe,C#,platform framework for building data visualization,0,3,0,7,13,1,8,1,193,2,Apache-2.0,game-engine|unity|api,2023-10-25,2024-09-15,494,0,,0,0,1,0,0,main,0,1,2407
nanobot,Swift,distributed platform built with Swift,29,3,4,0,5,0,1,9,2425,21,Apache-2.0,apple|data-pipeline|streaming|deep-learning|javascript,2022-10-18,2024-11-24,2494,1,66.6,0,1,0,0,0,main,0,0,8017
magic-spark-ui,C#,Scalable server for data visualization,32,0,0,10,61,1,29,4,563,22,MIT,enterprise|game-engine|dotnet|rest-api,2022-08-19,2024-12-12,324,0,,0,0,0,0,0,master,0,0,7369
sync-io,JavaScript,High-performance CLI for data visualization,2,0,1,3,38,1,23,2,250,7,MIT,frontend|embedded|typescript|pytorch,2024-02-29,2024-12-05,550,0,,0,0,0,0,0,main,0,0,1697
react-light-js,Python,Modern pipeline written in Python,5,0,2,7,54,1,33,1,85,0,None,machine-learning|web|data-science|deep-learning,2024-10-03,2024-11-26,2012,1,74.7,0,0,1,0,0,develop,0,0,1296
deepspark,JavaScript,Production-ready framework for ML model deployment,1,1,2,0,2,0,1,1,85,8,MIT,typescript|web|ios,2023-10-29,2024-08-25,397,1,37.7,0,1,1,0,0,main,0,0,431
magicwave,Java,Production-ready toolkit for authentication,4,0,5,5,35,0,17,2,261,28,ISC,backend|javascript,2020-04-04,2024-11-27,290,0,,1,1,1,1,0,develop,0,0,4246
go-wave-hub,Java,High-performance engine for data visualization,20,4,0,9,32,2,9,5,1485,19,MIT,enterprise|microservices|backend,2022-08-27,2024-12-27,672,0,,0,0,0,1,0,main,0,0,3691
ultra-spark-ai,Go,Fast and lightweight SDK for message queuing,33,2,3,9,25,3,14,8,342,7,GPL-3.0,devops|cloud,2024-02-28,2024-11-11,922,0,,0,0,0,0,0,main,0,0,93481
hyper-graph-app,TypeScript,modular library built with TypeScript,3,0,0,2,19,0,8,3,988,49,None,api|react|frontend|angular|graphics,2015-03-20,2024-11-22,878,1,43.6,0,0,0,0,0,main,0,0,5423
fast-core-io,PHP,Modern service written in PHP,42,19,2,6,52,1,24,5,873,19,BSD-3,cms|wordpress|nodejs,2022-12-13,2024-12-14,944,1,41.8,1,0,1,1,0,master,0,0,3076
super-scan-serve,C,High-performance dashboard for CI/CD pipelines,8,2,7,3,63,1,37,1,239,66,Apache-2.0,embedded|linux,2016-05-03,2024-08-24,1709,0,,1,0,1,0,0,develop,0,1,7110
hyper-forge-form,JavaScript,Modern service written in JavaScript,37,12,7,2,17,0,9,6,736,12,Apache-2.0,nodejs|computer-vision|llm|typescript|etl,2023-08-06,2024-10-29,563,1,60.6,0,0,0,0,0,develop,0,0,8606
easygraph,C#,High-performance pipeline for file management,3,0,0,4,53,0,27,1,103,3,AGPL-3.0,desktop|embedded,2024-08-07,2024-12-04,1677,1,70.2,0,0,0,0,0,main,0,0,1020
proflow,C++,High-performance service for message queuing,0,1,2,0,25,0,12,1,128,7,Apache-2.0,performance|game-engine|embedded|systems|graphics,2024-03-29,2024-12-22,547,0,,0,0,0,0,0,develop,0,0,172803
open-bench-sync,Java,Scalable engine for log analysis,29,5,2,0,10,0,6,5,1529,25,Apache-2.0,backend|enterprise|microservices|embedded|database,2021-05-26,2024-10-01,1113,1,34.0,0,1,0,0,0,develop,0,0,7812
nano-lens-track,JavaScript,Batteries-included CLI for data processing,2,0,0,0,11,0,6,1,85,13,MIT,web|react|rest-api|nodejs,2023-03-11,2024-11-12,540,0,,0,0,0,0,0,develop,0,1,759
turboagent,PHP,Open-source platform for authentication,4,4,0,2,21,0,12,2,75,0,None,wordpress|cms|backend,2024-08-12,2024-12-28,135,0,,0,0,0,0,0,main,0,0,46691
quick-graph-forge,Dart,High-performance server for data visualization,0,0,0,0,1,0,0,1,125,31,MIT,frontend|cross-platform|ui|pytorch|api,2020-03-23,2024-12-04,1581,1,72.7,0,0,0,0,0,master,0,0,4598
auto-spark-api,C#,framework framework for building data visualization,1,0,0,15,79,4,47,1,89,7,Apache-2.0,dotnet|go,2024-05-11,2024-10-09,4092,0,,0,0,0,1,0,master,0,0,2565
simpleform,C,Scalable server for microservices,27,2,0,3,13,0,4,5,411,15,Apache-2.0,linux|security|graphics,2020-11-27,2024-11-23,1742,0,,0,0,1,0,0,main,0,0,1157
smart-storm-form,Lua,CLI framework for building file management,1,0,2,1,20,0,13,1,62,0,MIT,embedded|modding|game-engine|scripting|neovim,2024-11-24,2024-11-27,257,1,19.3,1,0,0,1,0,main,0,0,1876
py-serve-rs,TypeScript,Open-source tool for data processing,38,9,1,2,8,0,2,7,1965,21,MIT,react|angular|web,2022-02-21,2024-09-24,263,0,,0,1,0,0,0,main,1,0,1375
free-form-js,Rust,Modern toolkit written in Rust,22,2,6,4,29,0,19,4,233,0,Apache-2.0,embedded|wasm|performance|nodejs|backend,2024-11-30,2024-12-19,3516,0,,0,0,0,0,0,main,0,0,2573
smartserve,Java,Production-ready service for real-time analytics,29,14,3,4,36,1,20,3,248,6,GPL-3.0,backend|android|enterprise|spring,2022-11-12,2024-12-14,2116,0,,0,0,1,0,0,develop,0,0,1653
ultrasync,Lua,Batteries-included framework for file management,12,16,5,2,18,0,11,5,667,11,Apache-2.0,game-engine|scripting|cross-platform,2023-12-30,2024-11-16,1496,0,,0,0,1,0,0,main,0,0,31505
ultrastorm,Python,Batteries-included service for log analysis,2,0,3,6,18,0,7,1,421,6,MIT,machine-learning|rest-api|hacktoberfest,2019-09-02,2024-10-08,3223,0,,0,0,1,0,0,main,0,0,4966
hyper-forge-bridge,TypeScript,Modern dashboard written in TypeScript,10,3,5,2,9,0,5,3,311,4,Apache-2.0,web|api|frontend|rust|react,2023-10-13,2024-12-16,2753,0,,0,0,1,1,0,main,0,0,61139
next-pilot-ui,Kotlin,Scalable tool for authentication,20,6,8,2,15,0,10,4,937,41,MPL-2.0,mobile|flutter|education,2019-09-24,2024-11-17,1472,0,,0,1,0,0,0,master,0,0,52892
deeplab,JavaScript,Fast and lightweight framework for real-time analytics,58,17,2,0,5,0,2,11,243,15,None,nodejs|python|desktop,2023-06-11,2024-11-27,7054,1,66.9,0,0,1,0,0,main,0,0,1049
react-forge-go,PHP,Production-ready server for web applications,11,0,1,7,14,2,4,5,372,0,MIT,laravel|web|cloud|ios,2024-11-07,2024-11-22,9698,1,63.7,0,0,0,0,0,main,0,0,5209
easyform,TypeScript,Modern service written in TypeScript,29,12,2,1,16,0,10,7,793,2,None,angular|testing|database,2024-06-09,2024-11-23,5986,0,,0,0,1,0,0,master,0,0,3883
fast-graph-vault,Julia,High-performance engine for container orchestration,22,9,3,16,78,3,50,2,443,12,Apache-2.0,numerical|machine-learning|scientific-computing,2023-09-11,2024-12-30,3184,0,,0,0,0,0,0,main,0,0,5343
openform,Scala,High-performance tool for task scheduling,2,1,0,0,5,0,1,1,131,15,None,spark|functional|data-science|library|graphics,2018-09-27,2024-06-25,1330,0,,0,0,0,1,0,master,0,1,29270
meta-kit-spark,JavaScript,Batteries-included CLI for real-time analytics,4,8,0,5,12,0,5,1,122,0,ISC,typescript|web|frontend|nodejs,2024-05-23,2024-11-29,1255,0,,0,0,0,0,0,main,0,0,2869
fast-wave-sync,Ruby,Fast and lightweight tool for data visualization,7,5,0,9,31,2,15,3,311,4,ISC,rails|rest-api,2020-08-13,2024-12-17,2975,1,83.4,0,0,0,0,1,master,0,0,4386
py-stack-scan,JavaScript,lightweight framework built with JavaScript,9,1,1,8,58,1,18,1,61,26,MIT,web|react|nodejs|data-science,2022-07-16,2024-12-28,623,1,23.7,0,0,1,0,0,master,0,0,3334
free-wave,Rust,lightweight framework built with Rust,11,0,3,4,68,1,33,1,358,37,None,cli|performance|embedded,2021-03-18,2024-04-27,1147,1,26.0,0,0,1,0,0,main,0,1,4058
freescan,Rust,async engine built with Rust,3,0,0,1,5,0,1,1,42,9,MIT,performance|systems|embedded|testing|flutter,2023-06-17,2024-11-25,569,0,,0,1,1,0,0,main,0,0,642
mini-core-agent,Swift,Production-ready engine for microservices,31,8,1,4,11,0,8,8,833,6,AGPL-3.0,ios|apple|swiftui|macos,2024-06-06,2024-12-24,1180,0,,0,0,0,0,0,master,0,0,4069
open-forge-io,Python,Batteries-included framework for data processing,4,3,0,1,8,0,6,2,153,1,BSD-3,machine-learning|data-science|automation|api|nodejs,2024-04-05,2024-10-07,441,0,,0,0,1,0,0,main,0,0,755
metalens,JavaScript,Production-ready service for real-time analytics,3,0,0,8,46,2,26,1,239,1,Apache-2.0,frontend|react|typescript|observability,2023-05-11,2024-06-07,904,0,,0,0,0,0,0,main,0,0,7408
py-edge-scan,C#,Modern platform written in C#,3,9,0,13,51,5,27,2,406,21,Apache-2.0,desktop|cross-platform,2021-06-18,2024-11-14,731,1,67.2,0,1,0,1,0,develop,0,0,4770
magicbridge,Go,framework framework for building data visualization,20,2,1,7,40,2,31,4,758,19,Apache-2.0,kubernetes|microservices|cli|devops|framework,2022-12-07,2024-12-06,4573,0,,0,0,0,0,0,main,0,0,6285
hyper-scan-track,Java,distributed service built with Java,16,6,4,7,31,2,19,8,2871,7,MIT,enterprise|android|microservices|cli,2019-08-18,2025-01-01,5048,0,,0,0,0,0,0,develop,0,0,62895
pro-sync-io,Python,Batteries-included tool for database management,2,1,0,5,48,1,17,1,10,0,Apache-2.0,machine-learning|tensorflow,2024-12-25,2024-12-26,2306,0,,0,0,0,0,0,master,0,0,10839
super-bot-stack,TypeScript,Batteries-included pipeline for database management,17,10,0,1,40,0,16,6,502,0,Apache-2.0,web|api|react|wasm|data-science,2024-10-21,2024-12-17,212,0,,0,0,0,0,0,develop,0,1,33296
easy-dash-lens,Kotlin,Scalable toolkit for CI/CD pipelines,5,4,4,14,87,5,54,4,116,12,MIT,android|kubernetes,2023-07-21,2024-10-24,2452,0,,0,0,1,0,0,main,0,0,25946
auto-guard-go,Python,A blazing-fast SDK for real-time analytics,60,8,1,3,31,0,23,10,273,2,GPL-3.0,data-science|rag|testing,2024-05-16,2024-12-30,3785,1,73.7,0,0,0,0,0,main,1,0,90772
deep-lens-lab,TypeScript,High-performance dashboard for file management,227,20,30,9,36,3,16,14,3270,19,MIT,web|llm|fine-tuning,2022-01-31,2024-11-15,942,0,,0,1,0,0,0,main,0,0,43451
go-stack-ai,Shell,toolkit framework for building authentication,2,0,0,15,100,2,35,1,100,0,MIT,cli|graphql|frontend,2023-10-28,2024-11-13,2906,0,,0,0,0,0,0,develop,0,0,755
turbo-core-rs,Python,High-performance dashboard for data processing,24,4,3,4,23,1,15,7,1058,22,BSD-3,data-science|flutter|testing|game-engine,2020-12-09,2024-11-24,3922,1,45.1,0,0,1,0,0,main,0,0,13502
deep-agent-vault,C#,A distributed toolkit for container orchestration,50,0,0,9,73,3,29,5,1344,4,GPL-3.0,game-engine|dotnet,2021-12-11,2024-12-08,187,1,35.7,0,0,1,0,0,main,0,0,18598
ultra-serve-pilot,JavaScript,Modern service written in JavaScript,10,2,1,1,11,0,3,6,2203,60,None,frontend|typescript|nodejs|web,2019-06-14,2024-11-04,3894,0,,1,0,0,0,0,master,0,0,16056
serve-rs,Kotlin,Open-source pipeline for microservices,18,1,5,4,26,1,16,6,553,2,MIT,spring|backend|data-pipeline|typescript,2024-09-22,2024-12-31,973,0,,0,0,0,0,0,main,0,0,173657
quick-pilot-rs,C#,lightweight server built with C#,3,0,0,7,24,0,13,1,44,7,MPL-2.0,game-engine|desktop,2023-12-10,2025-01-01,225,1,36.9,0,0,0,1,0,main,0,0,5372
auto-stack-wave,Scala,Fast and lightweight library for microservices,4,0,3,6,25,1,12,1,97,1,MIT,functional|web|deep-learning,2024-08-24,2024-09-17,1434,0,,1,0,0,0,0,main,0,0,9807
go-edge-app,JavaScript,High-performance platform for file management,1,0,0,4,41,1,13,1,223,2,Apache-2.0,web|typescript,2022-05-19,2024-04-25,713,1,21.7,1,0,0,0,0,master,0,0,3784
react-bridge-scan,Go,A type-safe pipeline for real-time analytics,1,0,0,2,20,0,6,1,114,2,BSD-3,cloud|kubernetes|microservices,2024-07-23,2024-12-30,3157,0,,1,0,0,0,0,main,0,0,2647
scan-api,Ruby,platform framework for building database management,9,11,0,0,4,0,2,5,768,4,MIT,devops|docker|rest-api|security,2023-06-12,2024-11-26,2553,1,84.7,0,0,0,0,0,master,0,0,3088
smart-pilot-lab,JavaScript,tool framework for building file management,0,3,0,6,38,0,22,1,300,17,MIT,frontend|react|awesome-list,2022-02-23,2024-11-20,2108,0,,0,0,0,1,0,master,0,0,1592
pro-forge-io,JavaScript,A extensible dashboard for container orchestration,3,11,0,4,17,1,12,1,206,2,BSD-3,react|hacktoberfest,2023-04-15,2024-10-27,459,0,,1,0,1,0,0,main,0,0,8326
mini-vault-dash,Python,Batteries-included tool for log analysis,8,0,1,0,10,0,5,1,281,15,Apache-2.0,data-science|web|streaming,2022-09-26,2024-11-12,761,0,,0,0,1,1,0,develop,0,0,93695
super-track-bench,Dart,Production-ready pipeline for authentication,20,7,3,2,15,0,8,8,361,1,GPL-3.0,cross-platform|ui,2024-11-20,2024-12-30,875,0,,0,0,0,0,0,develop,0,0,3034
ultra-craft-track,C#,tool framework for building API development,0,0,2,0,12,0,4,1,105,7,Apache-2.0,unity|llm|monitoring|database|observability,2023-08-04,2024-11-30,2390,1,52.1,0,0,0,1,0,develop,0,1,5919
magic-serve-graph,Rust,Open-source CLI for data visualization,0,0,4,2,21,0,7,1,79,0,MIT,cli|embedded|graphql,2024-02-19,2024-12-12,5721,0,,0,1,0,0,0,master,0,0,792
ultra-sync-stack,C#,Modern tool written in C#,75,21,13,13,36,1,21,6,486,6,MIT,desktop|enterprise|javascript|mlops|pytorch,2024-02-20,2024-07-30,2574,1,55.9,0,1,1,0,0,main,0,0,663
form-app,Go,Scalable server for API development,15,0,0,4,33,1,15,3,607,23,None,devops|kubernetes|python|ios|microservices,2022-11-18,2024-12-17,461,0,,1,0,1,0,0,main,0,1,5654
easy-lab-form,Java,Batteries-included server for web applications,6,0,0,3,16,0,6,1,126,33,MIT,android|microservices|enterprise,2022-01-15,2024-11-28,720,0,,0,0,0,0,0,main,0,0,984
pipe,Java,Batteries-included CLI for message queuing,5,0,3,5,34,1,16,1,10,3,MIT,spring|microservices|backend|enterprise,2024-04-23,2024-12-16,1955,0,,0,0,0,0,0,main,0,0,434
nanoserve,Rust,Batteries-included toolkit for ML model deployment,6,0,1,25,181,10,120,1,48,15,BSD-3,embedded|wasm|streaming,2022-03-17,2024-12-27,4847,1,28.5,0,0,0,0,0,main,0,0,169
gospark,JavaScript,High-performance tool for data processing,2,0,0,2,45,0,15,3,845,11,None,typescript|frontend|graphics|microservices,2021-12-12,2024-11-25,1016,1,41.7,0,0,1,1,0,main,1,0,589
hyper-bot-dev,Scala,Open-source SDK for ML model deployment,18,1,0,6,48,0,17,7,692,3,GPL-3.0,big-data|performance,2024-09-19,2024-12-13,2829,0,,0,0,1,0,0,main,0,0,5408
micro-craft-ui,PHP,A type-safe toolkit for message queuing,77,4,4,8,57,3,33,10,615,19,Apache-2.0,backend|laravel|etl,2018-03-17,2024-11-24,205,1,75.0,0,1,0,0,1,main,0,0,133790
meta-guard-agent,TypeScript,Batteries-included platform for file management,16,0,3,7,25,2,14,1,135,24,GPL-3.0,angular|frontend|react|api,2021-06-04,2025-01-01,649,1,68.0,0,0,1,0,0,develop,0,0,1650
super-form-cli,Go,Scalable library for message queuing,89,21,0,6,39,2,14,8,2036,32,GPL-3.0,kubernetes|cli|microservices|cloud,2019-08-29,2024-10-04,3207,0,,0,1,1,0,0,master,0,0,13617
fast-agent-app,Python,Batteries-included dashboard for log analysis,9,0,0,1,21,0,12,2,356,1,MIT,web|machine-learning|serverless,2023-09-12,2024-11-23,111,0,,0,1,0,0,0,develop,0,0,1431
meta-kit-io,Julia,A type-safe platform for microservices,0,0,2,5,29,2,17,1,113,4,None,scientific-computing|data-science|rust,2024-05-13,2024-12-04,4051,1,67.1,1,0,0,1,0,main,0,0,831
go-agent-lens,C,High-performance service for web applications,15,0,0,21,157,9,53,1,63,0,GPL-3.0,performance|typescript,2024-11-25,2024-12-25,1983,0,,0,0,0,0,0,develop,0,1,439
super-stack-storm,C,blazing-fast SDK built with C,0,4,1,1,10,0,6,1,233,13,Unlicense,performance|android|deep-learning,2021-04-10,2024-12-12,1216,0,,0,0,1,0,1,develop,0,1,2120
quick-lab-vault,JavaScript,Scalable dashboard for authentication,25,9,7,1,8,0,2,4,1010,19,BSD-3,frontend|typescript,2017-02-10,2024-12-14,116,0,,0,0,0,0,0,master,0,1,1149
next-kit-wave,Python,distributed service built with Python,13,7,0,6,24,1,16,5,1259,10,BSD-3,automation|web|machine-learning|api|observability,2023-02-08,2024-12-21,3863,1,66.0,1,0,0,1,1,develop,0,0,2157
easy-bot-agent,JavaScript,A async dashboard for file management,3,0,0,0,2,0,0,3,227,15,MIT,nodejs|typescript|web|react|android,2023-09-16,2024-12-09,12334,0,,0,0,0,0,0,master,0,0,2165
