total_commits,issues_count,pull_requests,size,team_size,commit_frequency,Effort_pm,language
53,0,5,2.65,2,0.24311926605504589,0.6789108707739042,JavaScript
2471,14,247,123.55,11,11.28310502283105,14.461150740351155,JavaScript
800,6,80,40.0,5,6.25,4.095382554264917,Go
465,9,46,23.25,3,6.118421052631579,3.62545995614299,TypeScript
157,14,15,7.85,1,4.361111111111111,1.5463997873433075,JavaScript
173,1,17,8.65,4,0.9885714285714285,0.33068797504479785,PHP
293,10,29,14.65,1,1.23109243697479,1.6798455889186765,Kotlin
1126,5,112,56.3,3,3.171830985915493,5.6217441304966425,Python
821,3,82,41.05,4,15.788461538461538,4.281829143437902,Python
136,0,13,6.8,7,1.8888888888888888,0.45266279295469336,JavaScript
366,7,36,18.3,4,1.1693290734824282,2.7119040653342346,Swift
397,13,39,19.85,5,1.4542124542124542,2.2947688385805973,Python
106,0,10,5.3,1,0.3475409836065574,0.477640792964576,Ruby
65,0,6,3.25,1,0.6435643564356436,0.6217395518131051,Python
38,1,3,1.9,3,0.16101694915254236,0.38991095379997526,TypeScript
2,0,0,0.1,1,0.017699115044247787,0.21902403488789002,R
874,19,87,43.7,4,19.0,4.761955984178451,JavaScript
148,1,14,7.4,1,2.276923076923077,0.9521092696292974,Python
1995,5,199,99.75,12,6.785714285714286,11.314011806320945,TypeScript
1059,2,105,52.95,2,3.966292134831461,6.62610804786052,Rust
349,6,34,17.45,4,3.561224489795918,2.6399756193611914,Shell
172,1,17,8.6,1,1.7551020408163265,1.6357604067086653,Lua
680,6,68,34.0,5,3.617021276595745,3.5351881776263756,Python
1157,24,115,57.85,7,4.031358885017422,7.14170540136206,Python
113,19,11,5.65,1,0.5736040609137056,0.5658393856666777,PHP
225,2,22,11.25,1,0.8035714285714286,0.8207516639883423,Scala
46,0,4,2.3,1,0.27058823529411763,0.1,C++
314,5,31,15.7,2,0.8795518207282913,1.0847259159685345,Python
778,4,77,38.9,4,3.0873015873015874,4.724767203317956,Swift
176,9,17,8.8,4,2.1463414634146343,1.195021071747503,Python
570,0,57,28.5,4,5.377358490566038,3.186712035190017,TypeScript
52,6,5,2.6,1,0.45217391304347826,0.7922412186907768,Go
66,1,6,3.3,8,0.3905325443786982,0.4431326048176344,Java
535,2,53,26.75,4,3.8214285714285716,2.5477862319414117,C++
483,1,48,24.15,3,1.3491620111731844,3.2875900143191457,Rust
97,2,9,4.85,1,6.0625,0.1,R
121,7,12,6.05,1,0.9097744360902256,0.14779774613081142,R
1366,6,136,68.3,10,4.792982456140351,7.669637167926875,Java
221,3,22,11.05,1,0.6597014925373135,1.6139223245129668,Python
135,5,13,6.75,2,0.5113636363636364,0.670912029172288,C#
840,16,84,42.0,10,2.8668941979522184,4.731259959455915,Julia
268,8,26,13.4,1,2.2711864406779663,1.4980475345895503,JavaScript
128,3,12,6.4,1,0.3867069486404834,0.613558865156721,Java
388,13,38,19.4,3,3.6261682242990654,2.075518939189908,TypeScript
1699,1,169,84.95,4,12.871212121212121,8.895372029058128,Python
35,12,3,1.75,1,0.18421052631578946,1.1839774816443662,C++
225,3,22,11.25,2,0.703125,1.8241589010247576,TypeScript
162,1,16,8.1,2,1.7234042553191489,0.8126759509260922,PHP
680,10,68,34.0,2,4.023668639053255,3.5500265643521116,Swift
216,1,21,10.8,1,0.6033519553072626,1.2161786682624705,Swift
1109,15,110,55.45,3,5.658163265306122,5.734529718128833,TypeScript
167,3,16,8.35,5,0.6185185185185185,0.4550293353133602,JavaScript
880,5,88,44.0,8,23.157894736842106,4.437786074874322,C#
1023,5,102,51.15,3,3.062874251497006,5.456550746607649,PHP
1820,1,182,91.0,5,6.5,10.671571108428024,Java
644,3,64,32.2,3,2.967741935483871,3.8307371769017267,Scala
335,11,33,16.75,6,0.9852941176470589,1.5153017899979209,Python
207,2,20,10.35,1,1.2321428571428572,0.529066088111022,Kotlin
172,2,17,8.6,10,1.5779816513761469,0.7563377657888664,Python
81,0,8,4.05,1,0.24846625766871167,0.7678503731354618,Python
746,2,74,37.3,3,2.391025641025641,3.4584935671839734,Go
331,2,33,16.55,1,2.06875,1.4149642202409456,Python
67,14,6,3.35,1,0.5037593984962406,0.4132057588928477,Python
796,10,79,39.8,6,20.41025641025641,3.508393564042313,Python
476,8,47,23.8,2,3.031847133757962,2.6930212057564202,TypeScript
113,0,11,5.65,4,0.743421052631579,1.1743029094501016,Ruby
42,4,4,2.1,1,0.12352941176470589,0.664557174069499,Python
494,4,49,24.7,4,4.116666666666666,2.6390587555395797,Rust
1254,2,125,62.7,8,9.35820895522388,6.682240336369542,Swift
179,6,17,8.95,1,1.0,1.009438295198778,Python
184,0,18,9.2,4,1.4838709677419355,0.24094236927525547,Python
700,4,70,35.0,3,35.0,4.416356195091262,Kotlin
713,2,71,35.65,3,3.395238095238095,4.424810696960653,Swift
140,2,14,7.0,3,0.6730769230769231,1.3526097059373416,Go
1513,4,151,75.65,5,5.1993127147766325,9.096112834552427,PHP
360,10,36,18.0,1,1.2996389891696751,1.9176929554868383,Python
720,0,72,36.0,10,65.45454545454545,3.7473784985342182,TypeScript
64,1,6,3.2,5,0.3004694835680751,0.1,C#
1009,6,100,50.45,3,8.270491803278688,6.4533612254475035,JavaScript
252,5,25,12.6,2,1.6153846153846154,1.681515327948653,Ruby
951,5,95,47.55,9,14.63076923076923,5.503425670547926,Java
278,6,27,13.9,1,0.9114754098360656,2.027069851578746,Ruby
153,3,15,7.65,1,1.06993006993007,0.4098913430796288,Java
111,4,11,5.55,1,0.7872340425531915,1.5002820097900638,TypeScript
303,3,30,15.15,4,5.224137931034483,1.043610114174074,JavaScript
369,0,36,18.45,2,1.5635593220338984,2.729632208134644,JavaScript
111,1,11,5.55,1,1.5633802816901408,0.1,Ruby
478,3,47,23.9,7,6.207792207792208,2.953588155254848,Python
378,3,37,18.9,7,1.9384615384615385,2.0719101542662663,Python
53,13,5,2.65,4,0.2774869109947644,0.5813531838519646,Python
24,17,2,1.2,1,0.12371134020618557,0.1,Python
1412,4,141,70.6,10,34.4390243902439,8.088649063763613,Swift
1656,8,165,82.8,6,51.75,10.431740806892495,TypeScript
38,0,3,1.9,1,0.14960629921259844,0.19473407648840046,R
63,3,6,3.15,1,1.05,0.6794342181576154,Python
1741,3,174,87.05,5,19.56179775280899,9.909404546081626,Rust
1118,1,111,55.9,5,18.032258064516128,6.913223565137644,Java
284,3,28,14.2,3,1.0252707581227436,2.657369297866758,TypeScript
560,6,56,28.0,5,3.888888888888889,3.7744215613930154,Kotlin
419,6,41,20.95,5,3.379032258064516,1.5281036068287164,Julia
519,1,51,25.95,6,2.44811320754717,3.0731921253860524,Kotlin
106,0,10,5.3,2,0.5435897435897435,0.1,JavaScript
155,8,15,7.75,2,0.6681034482758621,0.6423126066150608,JavaScript
73,2,7,3.65,3,0.3080168776371308,1.590191160068299,Rust
73,0,7,3.65,1,3.1739130434782608,0.6903485914231392,JavaScript
1227,3,122,61.35,4,3.7987616099071206,6.626259256781468,C#
267,12,26,13.35,2,2.1885245901639343,1.9672491430923653,Go
496,0,49,24.8,2,1.6986301369863013,3.7099294398915106,Go
115,1,11,5.75,2,5.75,1.0268152470786156,Swift
133,3,13,6.65,4,0.47330960854092524,0.1,C#
18,3,1,0.9,1,0.08294930875576037,0.4251031981657214,Python
59,0,5,2.95,6,0.2062937062937063,0.1,Python
114,1,11,5.7,1,0.5402843601895735,0.6393319542612164,Rust
675,7,67,33.75,5,6.683168316831683,3.651342046714206,Java
1752,20,175,87.6,17,97.33333333333333,10.323309705032317,JavaScript
125,1,12,6.25,2,1.1904761904761905,0.1,TypeScript
1692,5,169,84.6,9,21.692307692307693,9.456937053049094,Ruby
30,5,3,1.5,1,0.08849557522123894,0.2083066726392781,Swift
258,1,25,12.9,6,0.832258064516129,1.9515732890198227,Go
1755,4,175,87.75,5,5.661290322580645,9.342952953214656,TypeScript
58,17,5,2.9,2,1.0943396226415094,0.1,JavaScript
66,1,6,3.3,1,0.6285714285714286,1.0910324368360258,Java
8,9,0,0.4,1,0.035398230088495575,0.9693593503937173,JavaScript
574,0,57,28.7,3,2.1025641025641026,2.7101125642665904,Go
409,4,40,20.45,1,2.9854014598540144,3.1448385544231683,C++
1217,4,121,60.85,10,9.814516129032258,6.958073657804884,Python
67,6,6,3.35,1,2.9130434782608696,0.1,JavaScript
1385,3,138,69.25,6,3.968481375358166,8.355226971058084,Scala
234,4,23,11.7,1,0.7774086378737541,0.7564790100052649,Rust
851,2,85,42.55,2,3.1172161172161172,4.749248787787967,Python
467,4,46,23.35,10,2.900621118012422,2.4401594757908525,Scala
965,6,96,48.25,6,3.8293650793650795,5.783477558234224,Java
880,8,88,44.0,10,5.398773006134969,4.133255849711528,Java
108,2,10,5.4,1,0.5142857142857142,1.3315666706669167,Shell
364,5,36,18.2,2,1.3893129770992367,2.4233030573523027,Python
70,7,7,3.5,7,0.7291666666666666,0.8648935414315189,JavaScript
158,25,15,7.9,1,0.4891640866873065,0.9977430471006553,Go
65,7,6,3.25,1,0.2742616033755274,0.1,C++
1384,10,138,69.2,6,8.141176470588235,7.665238921404946,JavaScript
339,7,33,16.95,2,2.6904761904761907,1.9616852569522008,Python
328,4,32,16.4,2,0.9618768328445748,1.841774938177472,JavaScript
1421,16,142,71.05,10,4.179411764705883,7.633422552884585,TypeScript
297,9,29,14.85,4,1.5,1.4619329045610063,Python
632,4,63,31.6,3,7.614457831325301,3.8117583649644073,Python
955,7,95,47.75,6,3.550185873605948,5.416734940350749,Kotlin
457,12,45,22.85,3,24.05263157894737,2.3463241705120796,JavaScript
161,1,16,8.05,1,2.236111111111111,0.6357950175620803,TypeScript
1601,3,160,80.05,5,13.921739130434782,9.127550703716022,Python
110,0,11,5.5,5,0.9482758620689655,0.7768942289879425,TypeScript
326,4,32,16.3,3,5.927272727272728,2.012023927492159,JavaScript
67,2,6,3.35,1,0.2851063829787234,1.1659506832346505,Rust
406,2,40,20.3,4,5.884057971014493,2.45511655075541,JavaScript
714,11,71,35.7,3,6.155172413793103,4.2689763210786476,Scala
1265,4,126,63.25,5,28.75,7.3824166174704295,C
230,6,23,11.5,1,1.216931216931217,1.3829197449467623,Python
161,0,16,8.05,1,0.5244299674267101,0.16541962488316564,Python
167,3,16,8.35,1,0.4626038781163435,1.1998369275893528,Python
318,2,31,15.9,1,1.0258064516129033,1.4193847495716914,Rust
1142,8,114,57.1,7,6.379888268156424,6.273010571571825,Python
156,9,15,7.8,1,1.1063829787234043,1.222275923027517,Kotlin
223,0,22,11.15,7,0.7689655172413793,1.577527541116519,Ruby
405,3,40,20.25,4,12.65625,2.273297927228924,PHP
141,5,14,7.05,2,1.1015625,1.5325660143609303,Java
115,0,11,5.75,1,0.3549382716049383,0.1,R
46,0,4,2.3,1,2.1904761904761907,0.23386324308399822,Python
134,0,13,6.7,1,0.5903083700440529,0.793185842183007,TypeScript
501,2,50,25.05,1,2.4558823529411766,2.3944380460602903,JavaScript
618,2,61,30.9,7,18.176470588235293,3.979950519346783,Shell
1109,8,110,55.45,5,8.03623188405797,6.675115790652797,Go
437,5,43,21.85,3,1.7272727272727273,2.7861876048253906,Python
1626,10,162,81.3,11,5.018518518518518,9.32895230166721,Julia
117,16,11,5.85,1,0.47560975609756095,0.617347805175061,Java
152,2,15,7.6,1,0.4840764331210191,1.0348806325091884,Java
8,4,0,0.4,1,0.038461538461538464,0.7096993420558924,Julia
540,1,54,27.0,7,3.4615384615384617,2.7554873009095306,TypeScript
203,2,20,10.15,3,1.75,0.8998333477063202,Go
109,0,10,5.45,5,0.9396551724137931,0.9420018036460971,Python
555,1,55,27.75,6,1.7619047619047619,3.1229731885923537,JavaScript
917,4,91,45.85,3,2.986970684039088,5.206862467640569,JavaScript
567,5,56,28.35,3,3.992957746478873,3.0924505289941955,Python
755,7,75,37.75,4,2.359375,4.185930364003961,Kotlin
1613,4,161,80.65,9,6.6652892561983474,8.861637655090473,Go
186,7,18,9.3,2,1.631578947368421,1.152048060121073,TypeScript
72,5,7,3.6,1,0.22570532915360503,0.1,TypeScript
709,4,70,35.45,5,2.043227665706052,4.2898319229950825,TypeScript
101,2,10,5.05,1,0.7214285714285714,0.4307401586510281,Rust
25,7,2,1.25,1,0.211864406779661,0.7196493166018711,C
267,0,26,13.35,3,1.145922746781116,1.5758962076838372,Shell
546,8,54,27.3,3,5.25,3.4376704461494616,TypeScript
372,0,37,18.6,2,5.23943661971831,2.1535865637736897,JavaScript
2003,12,200,100.15,9,11.066298342541437,12.17862968537556,Java
44,11,4,2.2,1,0.12753623188405797,0.5665134431396714,Go
288,0,28,14.4,1,3.096774193548387,2.010141492205464,Java
106,7,10,5.3,1,0.7019867549668874,0.597201569771204,Rust
875,2,87,43.75,4,15.909090909090908,4.397668718371523,Go
141,13,14,7.05,1,0.5802469135802469,0.22782685126627833,JavaScript
889,6,88,44.45,10,80.81818181818181,4.862355848701706,TypeScript
644,4,64,32.2,6,8.586666666666666,4.113953913016033,TypeScript
109,10,10,5.45,2,1.847457627118644,0.9119448086768267,Python
473,12,47,23.65,1,3.0127388535031847,3.407969023079901,Python
109,0,10,5.45,2,2.422222222222222,1.3782821486879862,C#
162,13,16,8.1,3,0.8059701492537313,1.4729357905946745,TypeScript
111,1,11,5.55,2,2.4130434782608696,1.0136096789512488,JavaScript
68,11,6,3.4,2,0.4594594594594595,0.1,Go
756,2,75,37.8,6,3.5660377358490565,4.186106763070369,Ruby
1253,2,125,62.65,8,23.203703703703702,6.71056942215196,JavaScript
22,2,2,1.1,1,0.08906882591093117,0.1,Swift
352,2,35,17.6,1,1.5107296137339057,1.3049353195282158,C
31,3,3,1.55,1,0.13901345291479822,1.0406066480802088,Go
1130,1,113,56.5,2,4.109090909090909,6.981369423050477,C++
92,18,9,4.6,1,0.27380952380952384,1.4166563181911291,Python
82,0,8,4.1,1,0.2554517133956386,1.3806804186335488,Shell
1200,4,120,60.0,4,3.8461538461538463,7.118325476837349,TypeScript
131,1,13,6.55,1,0.6238095238095238,0.9422431482046445,C
313,5,31,15.65,1,1.0944055944055944,1.7780816207071033,Go
594,24,59,29.7,3,11.88,4.060531334616381,Python
261,10,26,13.05,4,2.175,2.3815460128182067,Python
6,0,0,0.3,1,0.025210084033613446,0.4659475902079468,C++
123,13,12,6.15,1,0.5278969957081545,0.5027146996468816,Go
679,12,67,33.95,8,3.5364583333333335,3.3189669967927626,Python
601,38,60,30.05,9,2.7072072072072073,3.2857356631511943,C#
1742,14,174,87.1,6,8.497560975609757,9.945430567447609,Kotlin
224,7,22,11.2,4,0.6274509803921569,0.5849921882248669,Java
312,11,31,15.6,3,3.1515151515151514,2.799243206564756,Java
20,6,2,1.0,1,0.06172839506172839,1.5968967911053427,Python
456,1,45,22.8,3,2.017699115044248,2.3582954886817538,PHP
1286,10,128,64.3,12,8.748299319727892,7.209660438919833,JavaScript
270,1,27,13.5,2,1.4594594594594594,1.0185476291274203,Kotlin
983,4,98,49.15,3,7.281481481481482,5.127231968454601,TypeScript
94,1,9,4.7,1,3.4814814814814814,1.6714226880552605,Go
708,21,70,35.4,4,2.5376344086021505,3.802843287889429,JavaScript
146,4,14,7.3,1,0.44785276073619634,0.9089918358264989,Python
691,11,69,34.55,4,9.732394366197184,4.763729103872152,Ruby
116,3,11,5.8,3,1.1958762886597938,0.1260296596374646,Java
724,0,72,36.2,5,4.7631578947368425,3.7076579115006165,Go
298,1,29,14.9,3,4.73015873015873,1.5095114416081794,Dart
16,12,1,0.8,1,0.4,0.1,Dart
33,1,3,1.65,1,0.09375,0.8356649264647957,Kotlin
135,2,13,6.75,7,0.5510204081632653,0.49384641869547796,JavaScript
453,7,45,22.65,7,2.1069767441860465,2.6219239776491383,Go
275,4,27,13.75,1,0.9228187919463087,1.4044122266301944,Kotlin
798,12,79,39.9,5,4.336956521739131,4.02471339009866,TypeScript
1820,4,182,91.0,7,165.45454545454547,9.836538869908347,Python
930,9,93,46.5,5,4.744897959183674,6.242823260856122,PHP
978,16,97,48.9,9,5.588571428571429,6.488901086226897,Java
918,7,91,45.9,3,15.049180327868852,5.059365663936591,Go
225,1,22,11.25,1,4.891304347826087,1.6075356361319442,Lua
702,5,70,35.1,4,3.6,3.9108428502198884,Rust
199,11,19,9.95,1,5.527777777777778,1.0323704544229475,TypeScript
154,10,15,7.7,6,2.9615384615384617,1.0842118964119487,TypeScript
285,0,28,14.25,2,1.1354581673306774,1.1411210446749225,TypeScript
354,1,35,17.7,5,2.492957746478873,1.023725291348149,Python
306,1,30,15.3,6,0.8717948717948718,2.0168440736595628,PHP
96,7,9,4.8,1,0.27988338192419826,0.6262350858161818,Swift
10,4,1,0.5,2,0.0411522633744856,0.5947281986704349,JavaScript
307,0,30,15.35,3,1.9679487179487178,1.0291294822855668,JavaScript
539,5,53,26.95,4,2.10546875,3.6896297139008922,Kotlin
208,1,20,10.4,3,2.0392156862745097,1.5244136209823933,Python
116,1,11,5.8,1,0.5272727272727272,0.48667240168518655,Java
268,3,26,13.4,2,3.6216216216216215,1.490591855487194,Java
607,5,60,30.35,3,2.6051502145922747,3.421377024214447,C++
39,28,3,1.95,1,1.5,1.1497097654179562,Python
48,11,4,2.4,1,0.2962962962962963,0.46847736684620567,C++
100,0,10,5.0,1,0.5128205128205128,1.5756663046435522,TypeScript
187,4,18,9.35,13,2.921875,1.6299184813599819,Rust
609,0,60,30.45,3,5.25,3.60507141963124,Python
280,3,28,14.0,2,0.851063829787234,1.8002003628136864,Java
139,0,13,6.95,1,1.8051948051948052,1.6313071912148376,Java
1329,13,132,66.45,3,4.300970873786408,7.571127196582856,JavaScript
389,1,38,19.45,2,11.441176470588236,2.4883834489094925,Python
832,8,83,41.6,3,5.265822784810126,4.599992645741242,JavaScript
404,6,40,20.2,1,1.4377224199288257,2.4404869007229686,TypeScript
1085,19,108,54.25,7,15.72463768115942,5.859304602584167,Python
368,0,36,18.4,2,2.7058823529411766,1.2051524432330178,Shell
1126,3,112,56.3,6,4.93859649122807,7.527846857775916,TypeScript
686,2,68,34.3,5,2.2129032258064516,4.627506940379477,PHP
188,10,18,9.4,4,0.7673469387755102,2.0391557875910094,Julia
1869,1,186,93.45,7,9.43939393939394,10.866106989383386,Python
371,2,37,18.55,5,6.183333333333334,2.06058832363856,Rust
381,0,38,19.05,5,34.63636363636363,2.1810404655621656,Kotlin
162,0,16,8.1,3,0.46153846153846156,1.2844441921985068,Rust
156,0,15,7.8,3,1.9746835443037976,0.9930288096555471,TypeScript
322,8,32,16.1,6,0.8846153846153846,2.3426947364820414,TypeScript
233,9,23,11.65,2,1.9098360655737705,0.8885189881591647,Python
250,1,25,12.5,4,0.7309941520467836,0.5540244207298058,Go
207,6,20,10.35,4,1.1189189189189188,1.4719094836008773,R
1561,5,156,78.05,21,6.96875,9.116720980487388,Dart
216,4,21,10.8,3,0.6428571428571429,1.91530814634167,Python
585,8,58,29.25,3,5.792079207920792,2.092206160856781,C++
115,3,11,5.75,1,2.3,1.6916585534292938,JavaScript
1325,6,132,66.25,10,10.515873015873016,7.171271285714543,C
715,8,71,35.75,4,2.6383763837638377,4.296809316830315,Python
256,1,25,12.8,1,1.0893617021276596,0.8597832427173666,Shell
14,11,1,0.7,1,0.12612612612612611,1.0501778065133365,Swift
53,13,5,2.65,1,0.14804469273743018,0.8466806263347184,Python
21,11,2,1.05,1,0.08974358974358974,0.370861492517748,Python
1012,0,101,50.6,7,11.632183908045977,5.541573067490254,Swift
1146,2,114,57.3,5,11.693877551020408,7.060015695259381,Python
631,6,63,31.55,5,7.602409638554217,3.206890326178679,Go
56,3,5,2.8,3,0.21052631578947367,0.1,C
102,0,10,5.1,1,0.6071428571428571,0.1404131716169298,Go
329,9,32,16.45,7,1.48868778280543,2.1013698916147634,TypeScript
179,5,17,8.95,5,0.8364485981308412,1.6509626843404965,Java
449,1,44,22.45,2,5.6125,2.6154208907223535,Python
2296,1,229,114.8,9,7.527868852459016,12.540010269455886,Dart
711,3,71,35.55,5,4.109826589595376,4.115531736623793,JavaScript
284,6,28,14.2,3,3.5949367088607596,1.8782136259510858,JavaScript
117,4,11,5.85,1,0.6358695652173914,0.3087447056740608,JavaScript
117,0,11,5.85,2,0.6647727272727273,1.2442701061827286,Dart
985,1,98,49.25,5,4.781553398058253,5.637161930605713,Python
653,8,65,32.65,8,7.0978260869565215,3.6343433327989425,Kotlin
1278,0,127,63.9,5,4.245847176079734,7.839206345972439,C++
110,6,11,5.5,11,1.5277777777777777,0.15564496336724765,Swift
143,0,14,7.15,1,0.5742971887550201,0.13474362194353606,Julia
1269,0,126,63.45,6,14.258426966292134,6.729895388402413,Swift
624,3,62,31.2,1,5.333333333333333,3.1982002512111007,Shell
965,3,96,48.25,7,7.148148148148148,4.738641993074307,Python
340,7,34,17.0,2,3.3333333333333335,2.100066298514117,PHP
250,1,25,12.5,4,0.6963788300835655,2.09025185931272,Go
102,4,10,5.1,2,0.4975609756097561,0.9254021536165207,Scala
504,2,50,25.2,2,2.0404858299595143,4.07004918799095,C++
996,2,99,49.8,6,6.384615384615385,5.414298115594295,Java
1646,1,164,82.3,8,25.71875,9.079774412097244,Java
825,6,82,41.25,3,5.427631578947368,3.117357074198549,TypeScript
199,3,19,9.95,2,1.2838709677419355,1.4149212649435157,TypeScript
179,0,17,8.95,1,1.7549019607843137,1.3238192338223829,TypeScript
142,4,14,7.1,2,1.7317073170731707,0.7193409659112423,Python
389,2,38,19.45,2,1.8177570093457944,1.9507137730182624,Python
211,1,21,10.55,1,8.44,0.6916459196652772,Ruby
15,6,1,0.75,1,0.21428571428571427,0.1,Java
110,7,11,5.5,1,0.34591194968553457,0.6365655690937576,Shell
131,1,13,6.55,3,0.8506493506493507,1.3117085170083016,Rust
89,2,8,4.45,3,4.045454545454546,0.1,Python
1027,11,102,51.35,6,3.4695945945945947,5.801773876212889,Python
1672,5,167,83.6,7,21.435897435897434,9.62648060357689,JavaScript
103,3,10,5.15,1,0.49282296650717705,0.1,Julia
193,3,19,9.65,1,6.892857142857143,1.0905490359191479,JavaScript
284,20,28,14.2,8,0.7802197802197802,2.397750279097015,Java
88,13,8,4.4,1,0.4512820512820513,0.47393935180515495,Shell
806,10,80,40.3,3,8.06,4.382753496826631,Julia
58,6,5,2.9,5,0.26126126126126126,0.14920419815922775,JavaScript
62,14,6,3.1,1,0.24124513618677043,0.7953796657160832,Python
20,3,2,1.0,1,0.06622516556291391,0.6872103148270483,Python
112,8,11,5.6,1,0.9739130434782609,1.2974442660983259,Python
1758,4,175,87.9,5,35.87755102040816,10.200025193065127,JavaScript
165,10,16,8.25,1,0.9116022099447514,0.7352465119030751,Go
1854,5,185,92.7,6,5.635258358662614,10.579406435094675,C
290,10,29,14.5,1,1.277533039647577,1.5594689179049364,Go
860,10,86,43.0,7,4.236453201970443,4.69854167406177,Rust
299,5,29,14.95,1,3.4767441860465116,1.4527530132128548,JavaScript
518,5,51,25.9,2,2.642857142857143,3.0751498992630455,PHP
150,0,15,7.5,1,0.5617977528089888,1.0213697143030296,Rust
362,1,36,18.1,1,1.5083333333333333,2.32555534145278,Kotlin
502,1,50,25.1,1,1.3829201101928374,3.185461376022427,Shell
612,3,61,30.6,3,22.666666666666668,3.1630034731290944,TypeScript
223,5,22,11.15,1,6.194444444444445,1.0424646092395904,Python
669,1,66,33.45,4,35.21052631578947,4.319561912071143,JavaScript
36,0,3,1.8,2,0.127208480565371,0.9634794417292658,TypeScript
336,11,33,16.8,1,2.625,2.031350261115667,Shell
50,0,5,2.5,1,0.2358490566037736,1.1394151411638167,TypeScript
26,12,2,1.3,1,0.10699588477366255,0.360582826736762,Ruby
133,1,13,6.65,1,8.3125,1.4249461026571428,Go
395,6,39,19.75,5,2.231638418079096,2.386691218699854,JavaScript
2204,4,220,110.2,13,7.2026143790849675,11.223453694517062,JavaScript
55,14,5,2.75,1,0.24774774774774774,0.5426783993866179,Rust
92,8,9,4.6,2,0.4144144144144144,0.6629471418161917,C++
2035,5,203,101.75,6,63.59375,11.190502414455217,TypeScript
142,0,14,7.1,1,0.568,0.1,JavaScript
101,4,10,5.05,2,1.216867469879518,1.1804108098839388,C#
143,4,14,7.15,7,1.0437956204379562,0.4914408206640464,Python
257,5,25,12.85,3,3.5694444444444446,1.6525726941038588,Shell
218,2,21,10.9,3,0.7100977198697068,0.891229746208458,JavaScript
1079,8,107,53.95,4,8.632,6.460607659937649,Python
1252,3,125,62.6,14,6.917127071823204,6.839180228571455,Java
251,1,25,12.55,1,1.887218045112782,1.090152047294855,Java
887,3,88,44.35,4,13.859375,5.180684026888205,Java
86,1,8,4.3,4,1.2285714285714286,0.18220080684711332,TypeScript
420,1,42,21.0,1,4.158415841584159,2.927232300287675,R
176,5,17,8.8,5,0.567741935483871,1.5389231505442822,Java
183,1,18,9.15,7,0.5613496932515337,1.5182718388653567,Java
622,7,62,31.1,4,4.1466666666666665,3.442604416692164,TypeScript
201,1,20,10.05,6,0.9710144927536232,1.8591611143366855,Python
261,10,26,13.05,2,1.266990291262136,1.2908180200756598,Go
190,9,19,9.5,1,0.6934306569343066,0.9062445485835653,JavaScript
812,1,81,40.6,4,4.2072538860103625,4.637167301828234,Rust
38,1,3,1.9,1,0.11209439528023599,0.8071675186696535,Python
266,8,26,13.3,1,1.4943820224719102,2.1283794142702774,Lua
140,11,14,7.0,2,6.666666666666667,0.5719141055929262,Java
79,5,7,3.95,4,0.265993265993266,0.7946359521972728,Scala
620,10,62,31.0,7,3.8509316770186337,3.172110014369959,Java
403,4,40,20.15,2,3.5982142857142856,1.547655412740426,Python
169,5,16,8.45,4,7.041666666666667,1.5427364708157452,Swift
691,4,69,34.55,5,2.02046783625731,3.689905610194903,Rust
2063,5,206,103.15,8,5.92816091954023,11.705922648083458,PHP
674,6,67,33.7,5,17.736842105263158,3.323157734026678,TypeScript
93,1,9,4.65,1,0.6888888888888889,0.15490737962266726,Rust
356,7,35,17.8,2,1.5964125560538116,1.3798280520147959,Kotlin
187,1,18,9.35,1,0.9166666666666666,1.6295703679068492,Rust
220,2,22,11.0,1,0.7028753993610224,0.5604422757165637,TypeScript
248,7,24,12.4,4,1.631578947368421,1.2365258575811555,C++
31,2,3,1.55,1,0.17032967032967034,0.1,C++
16,23,1,0.8,1,0.10884353741496598,0.8249831927470372,Dart
205,9,20,10.25,6,0.7765151515151515,1.7207367425826088,TypeScript
923,13,92,46.15,11,4.909574468085107,4.38909897907955,TypeScript
218,7,21,10.9,3,0.9646017699115044,0.46616007576533225,PHP
78,2,7,3.9,1,0.7027027027027027,0.48320831674181514,Java
89,8,8,4.45,5,0.6054421768707483,0.222010919701783,C#
185,2,18,9.25,1,0.6630824372759857,0.709757797445016,Java
59,2,5,2.95,2,0.43703703703703706,0.5032429175645281,JavaScript
48,19,4,2.4,2,0.2774566473988439,1.0044277152346628,C#
610,11,61,30.5,7,2.1180555555555554,2.968917619170146,Python
137,2,13,6.85,4,0.6586538461538461,0.18685874389360824,JavaScript
69,2,6,3.45,1,0.19491525423728814,1.0586617274455432,C#
569,11,56,28.45,11,2.1152416356877324,2.1539092555085397,Scala
188,4,18,9.4,2,1.1898734177215189,1.380103402479709,JavaScript
154,14,15,7.7,1,1.1159420289855073,1.7911758157352025,Python
82,8,8,4.1,1,0.27796610169491526,0.35713728947294365,Dart
535,5,53,26.75,3,13.375,3.5452602227062453,Python
815,7,81,40.75,10,3.326530612244898,4.713117462138679,JavaScript
828,7,82,41.4,2,3.312,3.835991947975022,JavaScript
622,7,62,31.1,7,15.948717948717949,3.2817784698368215,Java
860,1,86,43.0,5,2.8762541806020065,4.3600360059179835,Scala
217,3,21,10.85,5,2.5232558139534884,0.9286154360788441,Ruby
217,8,21,10.85,2,12.764705882352942,2.0675761700544406,C++
676,5,67,33.8,4,18.27027027027027,3.353597053083525,Python
